C:\Users\bgsvisluke2\Box Sync\Data\New TGV test models\res2D_input
   0.75
3
826
1
0
     1.125      0.750      1.000       10.0649
     1.875      0.750      1.000       10.0628
     2.625      0.750      1.000       10.0620
     3.375      0.750      1.000       10.0613
     4.125      0.750      1.000       10.0601
     4.875      0.750      1.000       10.0580
     5.625      0.750      1.000       10.0539
     6.375      0.750      1.000       10.0453
     7.125      0.750      1.000       10.0253
     7.875      0.750      1.000        9.9733
     8.625      0.750      1.000        9.8148
     9.375      0.750      1.000        9.3373
    10.125      0.750      1.000       10.6706
    10.875      0.750      1.000       17.0912
    11.625      0.750      1.000       22.9150
    12.375      0.750      1.000       21.2500
    13.125      0.750      1.000       20.5989
    13.875      0.750      1.000       20.3632
    14.625      0.750      1.000       20.2781
    15.375      0.750      1.000       20.2503
    16.125      0.750      1.000       20.2431
    16.875      0.750      1.000       20.2431
    17.625      0.750      1.000       20.2503
    18.375      0.750      1.000       20.2781
    19.125      0.750      1.000       20.3632
    19.875      0.750      1.000       20.5989
    20.625      0.750      1.000       21.2500
    21.375      0.750      1.000       22.9150
    22.125      0.750      1.000       17.0912
    22.875      0.750      1.000       10.6706
    23.625      0.750      1.000        9.3373
    24.375      0.750      1.000        9.8148
    25.125      0.750      1.000        9.9733
    25.875      0.750      1.000       10.0253
    26.625      0.750      1.000       10.0453
    27.375      0.750      1.000       10.0539
    28.125      0.750      1.000       10.0580
    28.875      0.750      1.000       10.0601
    29.625      0.750      1.000       10.0613
    30.375      0.750      1.000       10.0619
    31.125      0.750      1.000       10.0624
    31.875      0.750      1.000       10.0630
    32.625      0.750      1.000       10.0650
     1.500      0.750      2.000       10.0541
     2.250      0.750      2.000       10.0495
     3.000      0.750      2.000       10.0464
     3.750      0.750      2.000       10.0422
     4.500      0.750      2.000       10.0352
     5.250      0.750      2.000       10.0224
     6.000      0.750      2.000        9.9972
     6.750      0.750      2.000        9.9431
     7.500      0.750      2.000        9.8147
     8.250      0.750      2.000        9.4794
     9.000      0.750      2.000        8.8311
     9.750      0.750      2.000       11.1344
    10.500      0.750      2.000       15.2533
    11.250      0.750      2.000       25.6218
    12.000      0.750      2.000       37.2221
    12.750      0.750      2.000       34.0926
    13.500      0.750      2.000       32.4851
    14.250      0.750      2.000       31.7663
    15.000      0.750      2.000       31.4078
    15.750      0.750      2.000       31.2365
    16.500      0.750      2.000       31.1854
    17.250      0.750      2.000       31.2365
    18.000      0.750      2.000       31.4078
    18.750      0.750      2.000       31.7663
    19.500      0.750      2.000       32.4851
    20.250      0.750      2.000       34.0926
    21.000      0.750      2.000       37.2221
    21.750      0.750      2.000       25.6218
    22.500      0.750      2.000       15.2533
    23.250      0.750      2.000       11.1344
    24.000      0.750      2.000        8.8310
    24.750      0.750      2.000        9.4794
    25.500      0.750      2.000        9.8147
    26.250      0.750      2.000        9.9431
    27.000      0.750      2.000        9.9972
    27.750      0.750      2.000       10.0224
    28.500      0.750      2.000       10.0351
    29.250      0.750      2.000       10.0420
    30.000      0.750      2.000       10.0461
    30.750      0.750      2.000       10.0487
    31.500      0.750      2.000       10.0509
    32.250      0.750      2.000       10.0550
     2.250      1.500      1.000       10.0456
     3.000      1.500      1.000       10.0387
     3.750      1.500      1.000       10.0298
     4.500      1.500      1.000       10.0149
     5.250      1.500      1.000        9.9876
     6.000      1.500      1.000        9.9337
     6.750      1.500      1.000        9.8185
     7.500      1.500      1.000        9.5568
     8.250      1.500      1.000        9.1033
     9.000      1.500      1.000        9.5908
     9.750      1.500      1.000       12.2165
    10.500      1.500      1.000       16.1003
    11.250      1.500      1.000       25.3948
    12.000      1.500      1.000       38.8490
    12.750      1.500      1.000       41.9416
    13.500      1.500      1.000       39.2456
    14.250      1.500      1.000       37.7799
    15.000      1.500      1.000       37.0968
    15.750      1.500      1.000       36.7789
    16.500      1.500      1.000       36.6859
    17.250      1.500      1.000       36.7789
    18.000      1.500      1.000       37.0968
    18.750      1.500      1.000       37.7799
    19.500      1.500      1.000       39.2456
    20.250      1.500      1.000       41.9416
    21.000      1.500      1.000       38.8490
    21.750      1.500      1.000       25.3948
    22.500      1.500      1.000       16.1003
    23.250      1.500      1.000       12.2165
    24.000      1.500      1.000        9.5908
    24.750      1.500      1.000        9.1033
    25.500      1.500      1.000        9.5568
    26.250      1.500      1.000        9.8185
    27.000      1.500      1.000        9.9337
    27.750      1.500      1.000        9.9875
    28.500      1.500      1.000       10.0147
    29.250      1.500      1.000       10.0295
    30.000      1.500      1.000       10.0381
    30.750      1.500      1.000       10.0437
    31.500      1.500      1.000       10.0486
     1.875      0.750      3.000       10.0483
     2.625      0.750      3.000       10.0396
     3.375      0.750      3.000       10.0305
     4.125      0.750      3.000       10.0165
     4.875      0.750      3.000        9.9922
     5.625      0.750      3.000        9.9463
     6.375      0.750      3.000        9.8527
     7.125      0.750      3.000        9.6455
     7.875      0.750      3.000        9.1624
     8.625      0.750      3.000        8.5092
     9.375      0.750      3.000       11.4890
    10.125      0.750      3.000       14.5815
    10.875      0.750      3.000       19.1867
    11.625      0.750      3.000       32.5745
    12.375      0.750      3.000       49.5204
    13.125      0.750      3.000       45.2001
    13.875      0.750      3.000       42.6087
    14.625      0.750      3.000       41.4426
    15.375      0.750      3.000       40.8784
    16.125      0.750      3.000       40.6475
    16.875      0.750      3.000       40.6475
    17.625      0.750      3.000       40.8784
    18.375      0.750      3.000       41.4426
    19.125      0.750      3.000       42.6087
    19.875      0.750      3.000       45.2001
    20.625      0.750      3.000       49.5204
    21.375      0.750      3.000       32.5745
    22.125      0.750      3.000       19.1867
    22.875      0.750      3.000       14.5815
    23.625      0.750      3.000       11.4890
    24.375      0.750      3.000        8.5092
    25.125      0.750      3.000        9.1624
    25.875      0.750      3.000        9.6455
    26.625      0.750      3.000        9.8527
    27.375      0.750      3.000        9.9463
    28.125      0.750      3.000        9.9921
    28.875      0.750      3.000       10.0163
    29.625      0.750      3.000       10.0300
    30.375      0.750      3.000       10.0384
    31.125      0.750      3.000       10.0444
    31.875      0.750      3.000       10.0513
     2.250      0.750      4.000       10.0324
     3.000      0.750      4.000       10.0155
     3.750      0.750      4.000        9.9928
     4.500      0.750      4.000        9.9553
     5.250      0.750      4.000        9.8869
     6.000      0.750      4.000        9.7532
     6.750      0.750      4.000        9.4735
     7.500      0.750      4.000        8.8782
     8.250      0.750      4.000        8.2930
     9.000      0.750      4.000       11.7565
     9.750      0.750      4.000       14.3524
    10.500      0.750      4.000       17.2004
    11.250      0.750      4.000       22.3167
    12.000      0.750      4.000       38.1899
    12.750      0.750      4.000       59.5123
    13.500      0.750      4.000       54.4132
    14.250      0.750      4.000       50.8652
    15.000      0.750      4.000       49.2874
    15.750      0.750      4.000       48.5548
    16.500      0.750      4.000       48.3416
    17.250      0.750      4.000       48.5548
    18.000      0.750      4.000       49.2874
    18.750      0.750      4.000       50.8652
    19.500      0.750      4.000       54.4132
    20.250      0.750      4.000       59.5123
    21.000      0.750      4.000       38.1898
    21.750      0.750      4.000       22.3167
    22.500      0.750      4.000       17.2004
    23.250      0.750      4.000       14.3524
    24.000      0.750      4.000       11.7565
    24.750      0.750      4.000        8.2930
    25.500      0.750      4.000        8.8782
    26.250      0.750      4.000        9.4735
    27.000      0.750      4.000        9.7530
    27.750      0.750      4.000        9.8867
    28.500      0.750      4.000        9.9549
    29.250      0.750      4.000        9.9922
    30.000      0.750      4.000       10.0140
    30.750      0.750      4.000       10.0282
    31.500      0.750      4.000       10.0403
     3.375      2.250      1.000        9.9838
     4.125      2.250      1.000        9.9408
     4.875      2.250      1.000        9.8647
     5.625      2.250      1.000        9.7205
     6.375      2.250      1.000        9.4399
     7.125      2.250      1.000        9.0472
     7.875      2.250      1.000        9.3038
     8.625      2.250      1.000       10.4189
     9.375      2.250      1.000       13.1661
    10.125      2.250      1.000       15.7664
    10.875      2.250      1.000       19.5521
    11.625      2.250      1.000       29.4966
    12.375      2.250      1.000       45.7675
    13.125      2.250      1.000       53.2121
    13.875      2.250      1.000       54.6003
    14.625      2.250      1.000       51.6939
    15.375      2.250      1.000       50.1241
    16.125      2.250      1.000       49.4717
