C:\Users\bgsvisluke2\Box Sync\Data\New TGV test models\res2D_input
   0.75
3
826
1
0
     1.125      0.750      1.000       19.8314
     1.875      0.750      1.000       21.9507
     2.625      0.750      1.000       22.4433
     3.375      0.750      1.000       23.2006
     4.125      0.750      1.000       23.8518
     4.875      0.750      1.000       24.5438
     5.625      0.750      1.000       24.2234
     6.375      0.750      1.000       23.0080
     7.125      0.750      1.000       22.6974
     7.875      0.750      1.000       22.5365
     8.625      0.750      1.000       22.1111
     9.375      0.750      1.000       22.3462
    10.125      0.750      1.000       23.4267
    10.875      0.750      1.000       24.3527
    11.625      0.750      1.000       25.9847
    12.375      0.750      1.000       26.7652
    13.125      0.750      1.000       31.0638
    13.875      0.750      1.000       31.6557
    14.625      0.750      1.000       36.2938
    15.375      0.750      1.000       38.6386
    16.125      0.750      1.000       39.7790
    16.875      0.750      1.000       43.3849
    17.625      0.750      1.000       45.7311
    18.375      0.750      1.000       49.4346
    19.125      0.750      1.000       51.4214
    19.875      0.750      1.000       60.4270
    20.625      0.750      1.000       60.3104
    21.375      0.750      1.000       67.2737
    22.125      0.750      1.000       71.9858
    22.875      0.750      1.000       74.7300
    23.625      0.750      1.000       78.5998
    24.375      0.750      1.000       88.2683
    25.125      0.750      1.000       93.0669
    25.875      0.750      1.000       98.0305
    26.625      0.750      1.000      107.1735
    27.375      0.750      1.000      108.9561
    28.125      0.750      1.000      116.1450
    28.875      0.750      1.000      114.5107
    29.625      0.750      1.000      117.9108
    30.375      0.750      1.000      113.1169
    31.125      0.750      1.000      110.6225
    31.875      0.750      1.000      103.8132
    32.625      0.750      1.000       96.9516
     1.500      0.750      2.000       27.2477
     2.250      0.750      2.000       27.9361
     3.000      0.750      2.000       29.1392
     3.750      0.750      2.000       32.2916
     4.500      0.750      2.000       31.7163
     5.250      0.750      2.000       30.5188
     6.000      0.750      2.000       31.6266
     6.750      0.750      2.000       29.8329
     7.500      0.750      2.000       28.8090
     8.250      0.750      2.000       27.8899
     9.000      0.750      2.000       28.2772
     9.750      0.750      2.000       28.6824
    10.500      0.750      2.000       28.3856
    11.250      0.750      2.000       32.4995
    12.000      0.750      2.000       32.3613
    12.750      0.750      2.000       35.2514
    13.500      0.750      2.000       40.4449
    14.250      0.750      2.000       38.8555
    15.000      0.750      2.000       47.4459
    15.750      0.750      2.000       48.0314
    16.500      0.750      2.000       50.1586
    17.250      0.750      2.000       55.0072
    18.000      0.750      2.000       56.1848
    18.750      0.750      2.000       60.8674
    19.500      0.750      2.000       69.9314
    20.250      0.750      2.000       81.4081
    21.000      0.750      2.000       84.4211
    21.750      0.750      2.000       92.1863
    22.500      0.750      2.000       89.2151
    23.250      0.750      2.000       88.2632
    24.000      0.750      2.000       92.3160
    24.750      0.750      2.000       99.1775
    25.500      0.750      2.000      103.5745
    26.250      0.750      2.000      110.8484
    27.000      0.750      2.000      114.2139
    27.750      0.750      2.000      120.1552
    28.500      0.750      2.000      121.0719
    29.250      0.750      2.000      118.0603
    30.000      0.750      2.000      118.0408
    30.750      0.750      2.000      115.8923
    31.500      0.750      2.000      108.8427
    32.250      0.750      2.000      100.8921
     2.250      1.500      1.000       31.3493
     3.000      1.500      1.000       33.4412
     3.750      1.500      1.000       36.4097
     4.500      1.500      1.000       36.1620
